reep_id,key_wikidata,name,country,founded,stadium,key_transfermarkt,key_fbref,key_soccerway,key_opta,key_kicker,key_flashscore,key_sofascore,key_soccerbase,key_uefa,key_footballdatabase_eu,key_worldfootball,key_espn,key_playmakerstats,key_clubelo,key_sportmonks,key_api_football,key_sofifa,key_fotmob,key_thesportsdb,key_understat,key_opta_numeric
reep_t88fb3dd6,Q3626105,A.C. Montagnana,Italy,1915-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t27ac286f,Q4647065,A.C. Monteriggioni A.S.D.,Italy,1969-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t7dd59ac8,Q2843229,A.C. Mouzon,France,1947-06-26,,,,,,,,,,,,,,,,,,,,,,
reep_t61cab1f3,Q3305152,A.C. Palazzolo 1913,Italy,1913-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tf35884ce,Q59769689,A.C. Palazzolo A.S.D.,Italy,1954-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t78389483,Q3626249,A.C. Palmanova,Italy,1909-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t94c08493,Q16344,A.C. Perugia Calcio,Italy,1905-01-01,Stadio Renato Curi,839,,,,,,,,64104,,,,,,,,,,,,
reep_ta4421ace,Q4647073,A.C. Petacciato,Italy,1954-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tf951b208,Q1131416,A.C. Ponte San Pietro,Italy,1910-01-01,,22333,,,,,,,,,,,,,,,,,,,,
reep_t88572a99,Q4647075,A.C. Porto Torres,Italy,1960-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t5416eef7,Q289656,A.C. Prato,Italy,1908-01-01,Stadio Lungobisenzio,2250,,,,,,,,,312,,,,,,,,,,,
reep_t8fb4c574,Q289707,A.C. Reggiana 1919,Italy,1919-01-01,Mapei Stadium - Città del Tricolore,5621,,,,,,,,,329,,,,,,,,,,,
reep_te4dbb26e,Q289668,A.C. Renate,Italy,1947-01-01,,24898,,,,,,,,,,,,,,,,,,,,
reep_t95c5d72d,Q12872739,A.C. Rigas Feraios Velestino,Greece,1926-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t9905d3a1,Q109500146,A.C. Rive-de-Gier Football,France,1906-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tdc2cb556,Q581713,A.C. Rodengo Saiano,Italy,1983-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t3a9c289a,Q2349150,A.C. Salò,Italy,1985-01-01,Stadio Lino Turina,,,,,,,,,,,,,,,,,,,,,
reep_t6f3221ae,Q3470711,A.C. Sambonifacese,Italy,1921-01-01,,22277,,11645,,,,,,,,,,,,,,,,,,
reep_tfb91d4d8,Q3626326,A.C. Sangiustese,Italy,1956-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tf7425ca1,Q2087988,A.C. Sansovino,Italy,1929-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t15cba690,Q4647078,A.C. Somma,Italy,1960-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t32d0ed0a,Q24884033,A.C. Tombolo,Italy,,,,,,,,,,,,,,,,,,,,,,,
reep_ta845207b,Q917145,A.C. Virtus,San Marino,1964-01-01,Stadio di Acquaviva,10613,,1891,,virtus-acquaviva,virtus/hARcOLbq,,5568,64516,6129,ss-virtus,,2112,,,,,,,,
reep_tc7b5aec6,Q20990733,A.C.D. Campodarsego,Italy,2002-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tfa09415f,Q4647035,A.C.D. Città di Concordia,Italy,1952-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_te6c304ef,Q2393275,A.C.D. Città di Vittoria,Italy,1962-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t10927317,Q85859510,A.C.D. Cormonese,Italy,1922-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t7f1744c2,Q3625875,A.C.D. Guidonia Montecelio,Italy,1954-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tb1297535,Q60630467,A.C.D. Mussolente,Italy,,,,,,,,,,,,,,,,,,,,,,,
reep_tcaa9c0fe,Q16848065,A.C.D. Pro Dronero,Italy,1913-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t6d6280d6,Q2617104,A.C.D. Rivoli,Italy,1925-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_te1bb1af6,Q4647037,A.C.D. Torgiano,Italy,1945-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t341f39fd,Q2253772,A.C.D. Trissino-Valdagno,Italy,2012-01-01,Stadio dei Fiori,,,,,,,,,,,,,,,,,,,,,
reep_t5cc858df,Q16848845,A.C.D. Union Ripa La Fenadora,Italy,2008-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t460310dd,Q3625888,A.C.F. Firenze,Italy,1979-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t8e2c34d1,Q112724105,A.C.F. Prato,,,,,,,,,,,,,,,,,,,,,,,,
reep_t938c3541,Q3625886,A.C.F.D. Venezia 1984,Italy,1984-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t6cd4376e,Q29390,A.C.R. Messina,Italy,1900-01-01,Stadio San Filippo,1104,fe2dc36d,1257,,,,,,,288,acr-messina,,3734,,,,,,,,
reep_tda00579b,Q9199371,A.C.R.D. Acicatena,Italy,1973-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_te3291223,Q2556933,A.C.S.D. Saluzzo,Italy,1937-01-01,,22226,,,,,,,,,,,,,,,,,,,,
reep_t5deb3b7a,Q124881626,A.D. Batanecos,,,,,,,,,,,,,,,,,,,,,,,,
reep_te8526659,Q4647098,A.D. Baucau,Timor-Leste,2010-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t16478662,Q655551,A.D. Belén,Costa Rica,1979-06-13,,,,,,,,,,,,,,,,,,,,,,
reep_tb3af4d7b,Q82105,A.D. Camacha,Portugal,1978-01-01,Campo Municipal da Nogueira,,,,,,,,,,,,,,,,,,,,,
reep_t96e85e03,Q261737,A.D. Carregado,Portugal,1950-01-01,,10919,,,,,,,,,,,,3571,,,,,,,,
reep_t02a131c2,Q124735253,A.D. Castro Daire,,,,,,,,,,,,,,,,,,,,,,,,
reep_t30226aa1,Q2979861,A.D. Chalatenango,El Salvador,1950-01-01,Estadio José Gregorio Martínez,,,,,,,,,,,,,,,,,,,,,
reep_taf70ad00,Q4647107,A.D. Dili Leste,Timor-Leste,2010-01-01,National Stadium,,,,,,,,,,,,,,,,,,,,,
reep_tb69366a9,Q60786493,A.D. Dulce Nombre de Maria,El Salvador,,,,,,,,,,,,,,,,,,,,,,,
reep_t9a747f31,Q30101278,A.D. Fornos de Algodres,Portugal,1970-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t88cbc886,Q290865,A.D. Isidro Metapán,El Salvador,2000-01-01,"Estadio Jorge ""Calero"" Suárez",,,,,,,,,,,,,,,,,,,,,
reep_t2e7812e0,Q131516393,A.D. Izalco,,,,,,,,,,,,,,,,,,,,,,,,
reep_t3a0543de,Q124881641,A.D. Juventud Independiente,,,,,,,,,,,,,,,,,,,,,,,,
reep_tce569c62,Q2868242,A.D. Lousada,Portugal,1948-01-01,Q10277327,,,,,,,,,,,,,,,,,,,,,
reep_t68422755,Q2868243,A.D. Machico,Portugal,1969-04-14,Machico Municipal Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t9fadd90b,Q4647108,A.D. Machico,Portugal,,,,,,,,,,,,,,,,,,,,,,,
reep_ta8829f71,Q124803452,A.D. Masahuat,,,,,,,,,,,,,,,,,,,,,,,,
reep_tc227557d,Q4647110,A.D. Moma,Mozambique,,,,,,,,,,,,,,,,,,,,,,,
reep_t40012065,Q2819118,A.D. Municipal,El Salvador,1963-10-14,,,,,,,,,,,,,,,,,,,,,,
reep_t873b40c7,Q135448009,A.D. Nacional Las Margaritas,El Salvador,,,,,,,,,,,,,,,,,,,,,,,
reep_t1ec07238,Q9634133,A.D. Nogueirense,Portugal,,,,,,,,,,,,,,,,,,,,,,,
reep_t5c6e6d23,Q290884,A.D. Ovarense,Portugal,1921-12-19,Estádio Marques da Silva,,,,,,,,,,1280,,,,,,,,,,,
reep_t2462d529,Q106542620,A.D. Penamacorense,Portugal,,,,,,,,,,,,,,,,,,,,,,,
reep_t9eeb95f5,Q2868236,A.D. Pontassolense,Portugal,1979-01-01,,,,,,,,,,,6428,,,,,,,,,,,
reep_tf54f9e0a,Q16494892,A.D. Ponte da Barca,Portugal,,,,,,,,,,,,,,,,,,,,,,,
reep_t9796595c,Q2868237,A.D. Portomosense,Portugal,1974-01-01,,8760,,1748,,,,,,,10495,,,,,,,,,,,
reep_tb4f70ca8,Q131516368,A.D. Puerto El Triunfo,,,,,,,,,,,,,,,,,,,,,,,,
reep_te271984e,Q16489024,A.D. Sagrada Familia,Costa Rica,1967-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t99bdc7db,Q111949852,A.D. San José,Spain,,,,,,,,,,,,,,,,,,,,,,,
reep_t21306efa,Q124881631,A.D. San Rafael Obrajuelo,,,,,,,,,,,,,,,,,,,,,,,,
reep_t355d915e,Q2868240,A.D. Sanjoanense,Portugal,1924-01-01,Estádio Conde Dias Garcia,,,,,,,,,,,,,,,,,,,,,
reep_t31a5696d,Q5653561,A.D. Santa Bárbara,Costa Rica,1943-01-03,Q3495546,,,,,,,,,,,,,,,,,,,,,
reep_t9e56c81e,Q55602899,A.D. Santa Rosa Guachipilin,El Salvador,,,,,,,,,,,,,,,,,,,,,,,
reep_t14fd6974,Q131516405,A.D. Tenancingo,,,,,,,,,,,,,,,,,,,,,,,,
reep_t7a61aae9,Q124803449,A.D. Torino,,,,,,,,,,,,,,,,,,,,,,,,
reep_tc693ae06,Q2866737,A.D. Turrialba,Costa Rica,1940-01-01,Estadio Rafael Ángel Camacho,36168,,,,,,,,,,,,,,,,,,,,
reep_t6892a726,Q4647113,A.D. Voluntas Calcio Spoleto,Italy,2006-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t283b2e14,Q3625874,A.D.C. Ars et Labor Grottaglie,Italy,1962-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_te1901012,Q4647088,A.D.C. Sanguedo,Portugal,1975-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t26169811,Q16328345,A.E. Alexandrias,Greece,1997-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tff1857f3,Q63349705,A.E. Ambelitis,Cyprus,,Ambelitis Community Stadium,,,,,,,,,,,,,,,,,,,,,
reep_tc687416a,Q12872682,A.E. Chalandriou,Greece,1934-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tcb173095,Q16328391,A.E. Evosmou,Greece,1992-01-01,Sports Park Evosmos,,,,,,,,,,,,,,,,,,,,,
reep_t76fc9d4c,Q21180893,A.E. Farkadona F.C.,Greece,1967-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tba40ebbe,Q12872680,A.E. Irakleio F.C,Greece,1929-11-30,Q28058224,,,,,,,,,,,,,,,,,,,,,
reep_td722414a,Q28229970,A.E. Istiaia F.C.,Greece,1930-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tb5da0118,Q60775718,A.E. Kalampaki F.C.,Greece,1947-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t41ef009e,Q16824260,A.E. Karaiskakis F.C.,Greece,2012-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t6cb4ca57,Q48837039,A.E. Karitsa F.C.,Greece,1981-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t3aa49fd3,Q16245443,A.E. Kifisia F.C.,Greece,2012-01-01,Neapoli Municipal Stadium,30120,,,,,,,,,25888,,,,,,,,,,,
reep_t77dec76a,Q12872678,A.E. Limnos,Greece,1987-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t62f2d3c2,Q60776291,A.E. Neapoli F.C.,Greece,1968-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tebfe2a33,Q63349706,A.E. Panagia,Cyprus,,Maracana Football Center,,,,,,,,,,,,,,,,,,,,,
reep_t9dd5ba86,Q43371095,A.E. Poseidon Neon Poron,Greece,1979-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t5ec13cbe,Q12872681,A.E. Pylaias,Greece,1976-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tc1169c6e,Q21180895,A.E. Sparti F.C.,Greece,1991-01-01,Q28058760,,,,,,,,,,,,,,,,,,,,,
reep_ta86d7395,Q138317751,A.E. Trikala,Greece,1950-01-01,,50730,,,,,,,,,,,,,,,,,,,,
reep_t23f7b88d,Q12877679,A.E.S. Iraklis Ptolemaidas,Greece,1976-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t8b9666ce,Q4647142,A.F.C. Aldermaston,United Kingdom,1952-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t78b7c130,Q4647134,A.F.C. Basingstoke,United Kingdom,1993-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t0dfdbe01,Q4647135,A.F.C. Blackpool,United Kingdom,1947-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tded12ef9,Q28407025,A.F.C. Bournemouth Under-21s,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_t88973ca6,Q19576842,A.F.C. Bridgnorth,United Kingdom,2013-01-01,,,1555fd41,,,,,,,,,,,,,,,,,,,
reep_t0f42823e,Q4647138,A.F.C. Cardiff,United Kingdom,1972-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tbd0af7be,Q4647139,A.F.C. Craigavon,United Kingdom,1978-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t08dbf16e,Q4647146,A.F.C. Emley,United Kingdom,2005-01-01,,,20223719,,,,,,,,,,,,,,,,,,,
reep_t90c265cd,Q2866750,A.F.C. Euro Kickers,Panama,1984-01-01,Estadio Rommel Fernández,,,,,,,,,,,,,,,,,,,,,
reep_t11d37df1,Q135643387,A.F.C. Greenwich Borough,,,,,,,,,,,,,,,,,,,,,,,,
reep_t125303af,Q4647147,A.F.C. Hayes,United Kingdom,1974-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t4462c34d,Q24912287,A.F.C. Hillgate,United Kingdom,2012-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t17511596,Q4647141,A.F.C. Kempston Rovers,United Kingdom,1884-01-01,,,9d333d4d,,,,,,,,,,,,,,,,,,,
reep_tc5f3b643,Q2156138,A.F.C. Leopards,Kenya,1964-03-12,Nyayo National Stadium,31145,,13106,,,,,,,,,,9872,,,,,,,,
reep_t79dcad78,Q18552,A.F.C. Liverpool,United Kingdom,2008-01-01,,,e84ae6e6,,,,,,,,,,,,,,,,,,,
reep_tc28f672c,Q4647148,A.F.C. Llwydcoed,United Kingdom,1931-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t4c6fbd45,Q17509260,A.F.C. Mansfield,United Kingdom,2012-01-01,,,378d1fb0,,,,,,,,,,,,,,,,,,,
reep_t467c35c1,Q135682697,A.F.C. Netley,,,,,,,,,,,,,,,,,,,,,,,,
reep_t44912797,Q135185156,A.F.C. Newbiggin,,,,,,,,,,,,,,,,,,,,,,,,
reep_t3fa46149,Q4647149,A.F.C. Newbury,United Kingdom,1996-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t9997ac80,Q4647150,A.F.C. Portchester,United Kingdom,1976-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t341578d1,Q74123311,A.F.C. Rhoose,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
reep_t062db9f1,Q28129126,A.F.C. Silverwood,United Kingdom,2016-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tb79653d7,Q4647151,A.F.C. St Austell,United Kingdom,1890-01-01,,,67eb4d7c,,,,,,,,,,,,,,,,,,,
reep_tb704a084,Q20638652,A.F.C. Stoneham,United Kingdom,1919-01-01,,,92bbdde1,,,,,,,,,,,,,,,,,,,
reep_te57ec748,Q2613806,A.F.C. Sudbury,United Kingdom,1999-01-01,,,d06d7955,,,,,,,,,,,,,,,,,,,
reep_t5ba4de29,Q4390395,A.F.C. Totton,United Kingdom,1886-01-01,,,336080cb,,,,,,,,,,,,,,,,,,,
reep_tc21d5b6a,Q25171363,A.F.C. Uckfield,United Kingdom,1988-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t1f7ab0e2,Q4647152,A.F.C. Uckfield Town,United Kingdom,2014-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t55093e09,Q4647153,A.F.C. Wulfrunians,United Kingdom,2005-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_te6e07a6e,Q109500215,A.J. Rochechouart,France,1922-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t5ed4f3ab,Q109500224,A.J.S. Colleville-Ouistreham,France,1936-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t8013ca2f,Q109500229,A.L. Deville-Maromme,France,1961-05-30,,,,,,,,,,,,,,,,,,,,,,
reep_tcab119e1,Q109500253,A.M. Laleu-La Pallice,France,1967-04-27,,,,,,,,,,,,,,,,,,,,,,
reep_t907254fc,Q109500263,A.M. Neiges Le Havre,France,1947-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tae9715d8,Q122621456,A.M.S. Vrasies,Greece,1937-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t03ba2f22,Q61354796,A.O. Alexandroupolis,Greece,1975-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tebcc4c71,Q104858348,A.O. Anthoupolis Larissas,Greece,1969-01-01,Neapolis Sports Center,,,,,,,,,,,,,,,,,,,,,
reep_t2644b1ca,Q16331615,A.O. Asteras Zografou,Greece,1923-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tdc979824,Q111738451,A.O. Avgorou,Cyprus,2018-01-01,Avgorou Community Stadium,,,,,,,,,,,,,,,,,,,,,
reep_tce29c574,Q11193588,A.O. Chalkidon,Greece,1930-01-01,,,,,,,,,,,1509,,,,,,,,,,,
reep_t79a268fa,Q1386985,A.O. Chania,Greece,1945-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t32cd7d3d,Q5303680,A.O. Doxa Megalopoli,Greece,1956-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t78383080,Q60776347,A.O. Eikosimias F.C.,Greece,1993-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t4c140311,Q12872712,A.O. Eleftheria Moschatou,Greece,1973-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t198056ea,Q122619577,A.O. Elpida Tripolis,Greece,1998-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tfb37a613,Q1371330,A.O. Ethnikos Asteras Kaisarianis,Greece,1927-01-01,,101401,,1061,,,,,,,,,,,,,,,,,,
reep_t029b7b6b,Q60776263,A.O. Floriada F.C.,Greece,1981-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t64c5ce07,Q97959115,A.O. Karava,Greece,1927-01-01,Nikaia Municipal Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t914c0fca,Q16328488,A.O. Karditsa F.C.,Greece,1966-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t194fc366,Q1611289,A.O. Kassiopis,Greece,1984-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t7a407d22,Q60776323,A.O. Katastari F.C.,Greece,1990-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t41ec50f4,Q21200167,A.O. Kerkyra,Greece,1969-01-01,,5219,,,,,,,,,,,,,,,,,,,,
reep_tec33504a,Q135088013,A.O. Kerkyraikos,Greece,1965-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t33f39191,Q12872719,A.O. Kilkisiakos,Greece,1961-01-01,Kilkis Municipal Stadium,,,,,,,,,,,,,,,,,,,,,
reep_tf336e1e1,Q21180897,A.O. Levante F.C.,Greece,1991-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t23444d64,Q18125144,A.O. Loutraki,Greece,1970-08-30,,,,,,,,,,,,,,,,,,,,,,
reep_t736615a2,Q122193502,A.O. Mikrasiatikos Asteras Kaisarianis,Greece,2022-07-04,,,,,,,,,,,,,,,,,,,,,,
reep_t791b848d,Q16328511,A.O. Mykonou,Greece,1981-01-01,Mykonos Indoor Sports Hall,,,,,,,,,,,,,,,,,,,,,
reep_ta8cde49d,Q14156643,A.O. Neas Ionias,Greece,2001-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t2c3618f0,Q122619408,A.O. Neon Tripolis,Greece,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t573cbc4e,Q125500009,A.O. Niki Sitias,Greece,1951-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tfa82edc0,Q12872727,A.O. Peristeri F.C.,Greece,1967-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tc5787b3a,Q60776285,A.O. Stylida F.C.,Greece,,,,,,,,,,,,,,,,,,,,,,,
reep_tf481cde5,Q122731462,A.O. Tegeas,Greece,1969-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_te427cf9c,Q7786567,A.O. Thiva,Greece,1968-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t321c94d4,Q60776240,A.O. Thriamvos Serviana F.C.,Greece,1981-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tc3e36768,Q7802151,A.O. Tilikratis Lefkadas,Greece,1927-05-03,,,,,,,,,,,,,,,,,,,,,,
reep_t26157cbe,Q126083023,A.O. Timpakiou,Greece,1965-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tb3e27f9e,Q2334684,A.O. Trikala,Greece,1963-07-16,Trikala Municipal Stadium,3993,,,,,,,,,,,,,,,,,,,,
reep_ta621b1bc,Q16835531,A.O. Trikala 1963,Greece,2011-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_te4e74679,Q60776364,A.O. Ypato F.C.,Greece,1976-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t47b91824,Q28229983,A.O. Zevgolateio F.C.,Greece,1969-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t001bdb04,Q296046,A.O.K. Kerkyra,Greece,2013-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tad0b2ce1,Q16852462,A.O.T. Alimos F.C.,Greece,1957-01-01,Trachones Field,,,,,,,,,,,,,,,,,,,,,
reep_tc1e36eb3,Q106091681,A.P.C. Chions,Italy,,,,,,,,,,,,,,,,,,,,,,,
reep_t0360c514,Q18640072,A.P.D. Leonfortese,Italy,1967-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tdd6d2753,Q18349367,A.P.D. Ribelle 1927,Italy,1927-01-01,,41756,,,,,,,,,,,,,,,,,,,,
reep_t5d6a234b,Q3391303,A.P.D. Tortona Villalvernia,Italy,1983-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tea4498f1,Q420755,A.P.O. Akratitos Ano Liosia,Greece,1963-01-01,Yiannis Pathiakakis Stadium,1119,,,,,,,,,,,,,,,,,,,,
reep_t317fa786,Q20551992,A.P.O. Almopos Aridaeas,Greece,1926-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t8d42bf5b,Q97215211,A.P.O. Apollon Kato Halandriou,Greece,1966-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_ta5f3f9b4,Q110937725,A.P.O. Atalanti F.C.,,,,,,,,,,,,,,,,,,,,,,,,
reep_t6701a9a4,Q60776310,A.P.O. Niki Tragano F.C.,Greece,1980-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tc424af73,Q4647266,A.P.O. Orfeas Egaleo,Greece,1928-01-01,Municipal Athletic Center of Egaleo,,,,,,,,,,,,,,,,,,,,,
reep_t21e9ab24,Q135451224,A.P.S. Ampelokipoi,Greece,1998-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t65bf02e7,Q3564626,A.P.S. Anagennisi Neon Epivaton,Greece,,,,,,,,,,,,,,,,,,,,,,,
reep_tc546c242,Q12872759,A.P.S. Aspida Xanthi,Greece,1922-01-01,Q16327871,,,,,,,,,,,,,,,,,,,,,
reep_t63ed9e61,Q60775642,A.P.S. Aspis Xanthi F.C.,Greece,1922-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t86dad0ac,Q12872709,A.P.S. Dafni Patron,Greece,1965-01-01,Zarouchleika pitch,,,,,,,,,,,,,,,,,,,,,
reep_tbbf3a605,Q60442171,A.P.S. Kronos Argyrades F.C.,Greece,1968-05-05,,,,,,,,,,,,,,,,,,,,,,
reep_t334a7c45,Q122619400,A.P.S. Nikitaras Dolianon,Greece,1921-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t7318108a,Q433230,A.P.S. Panthrakikos,Greece,1964-01-01,Komotini Municipal Stadium,,,,,,,,,,,,,,,,,,,,,
reep_t95d63151,Q3292651,A.P.S. Zakynthos,Greece,1970-01-01,Q132566856,,,,,,,,,,,,,,,,,,,,,
reep_t006ebb80,Q9634746,A.R. São Martinho,Portugal,1958-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tb8dcc5ea,Q56351620,A.R.C. Oleiros,Portugal,,,,,,,,,,,,,,,,,,,,,,,
reep_t10abe659,Q2868071,A.S. Aix,France,1919-11-23,,,,,,,,,,,,,,,,,,,,,,
reep_t983e74c2,Q2868072,A.S. Amicale,France,1900-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tb75da876,Q483965,A.S. Anagennisi Karditsas,Greece,1904-10-16,,,,,,,,,,,,,,,,,,,,,,
reep_te4753e9a,Q111750811,A.S. Anarita,Cyprus,2006-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tae111f7c,Q60785882,A.S. Aorai,,,,,,,,,,,,,,,,,,,,,,,,
reep_te5aeaa76,Q12872341,A.S. Aris Pontokomis,Greece,1950-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tc7d66594,Q60785872,A.S. Arue,,,,,,,,,,,,,,,,,,,,,,,,
reep_tbc7ef269,Q16836323,A.S. Atletico Calcio,Italy,1963-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tbc6dc803,Q4647367,A.S. Atletico Trivento,Italy,1964-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t4d2d8cbf,Q47516270,A.S. Atromitos Chiliomodiou,Greece,1961-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t1f7ec5ed,Q93123134,A.S. Atromitos Palama,Greece,1952-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_tf2dc7183,Q109507487,A.S. Audincourt,France,1923-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t51ed68ae,Q118120528,A.S. Bagneaux-Nemours,France,1959-08-28,,,,,,,,,,,,,,,,,,,,,,
reep_t9b994a2f,Q19951707,A.S. Baume-les-Dames,France,1932-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t7450dd1b,Q2868049,A.S. Baume-les-Dames (féminines),France,,,,,,,,,,,,,,,,,,,,,,,
reep_t8523299c,Q117749921,A.S. Bayeux,France,1935-12-31,,,,,,,,,,,,,,,,,,,,,,
reep_tfbef5197,Q109507488,A.S. Beaurevoir,France,1954-07-28,,,,,,,,,,,,,,,,,,,,,,
reep_ta7d56bb5,Q109507489,A.S. Belfort Sud,France,2001-02-21,,,,,,,,,,,,,,,,,,,,,,
reep_tb4ff54a2,Q3626796,A.S. Bisceglie Calcio 1913,Italy,1913-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t5382f919,Q109507490,A.S. Brignoles,France,1921-01-01,,,,,,,,,,,,,,,,,,,,,,
reep_t691130a3,Q114223839,A.S. Bâgé,France,1945-06-08,Q120148048,,,,,,,,,,,,,,,,,,,,,
