reep_id,key_wikidata,name,competition_reep_id
reep_s1a27e6cc,Q18604756,2015 K League Classic,
reep_s39c8cf20,Q16596994,2015 Major League Soccer season,
reep_s4bbfc43e,Q18208578,2015 Superettan,
reep_s08023204,Q19913723,2015–16 Algerian Ligue Professionnelle 1,
reep_s8d5942bf,Q20806338,2015–16 Armenian First League,
reep_s70098d78,Q20119917,2015–16 Czech First League,
reep_s6d79f6bf,Q16621994,2015–16 La Liga,
reep_s24b3432f,Q20180485,2015–16 Lega Pro,
reep_s7dcff81c,Q19820211,2015–16 Ligue 1,
reep_sefb59c04,Q19952019,2015–16 Ligue 2,
reep_se1c11033,Q19346732,2015–16 Premier League,
reep_sd512be97,Q19309054,2015–16 Serie A,
reep_s06fafd9f,Q20011271,2015–16 Serie B,
reep_s2888d5d6,Q20648080,2015–16 Superleague Greece,
reep_s5aca9fa9,Q19848822,2015–16 Uruguayan Primera División season,
reep_s40219318,Q21286604,2016 Allsvenskan,
reep_s1301ad63,Q21575515,2016 K League Classic,
reep_sed32a229,Q18999882,2016 Major League Soccer season,
reep_se92e4475,Q21422591,2016 Superettan,
reep_sa1b734cb,Q22084928,2016 Uruguayan Primera División season,
reep_s9e2b41ea,Q23309178,2016–17 Algerian Ligue Professionnelle 1,
reep_s99645671,Q48852321,2016–17 Armenian First League,
reep_sa1ab2a46,Q25201859,2016–17 Czech First League,
reep_s79580ff3,Q23497990,2016–17 La Liga,
reep_s77d28b5a,Q24699706,2016–17 Lega Pro,
reep_s85c12df5,Q22683328,2016–17 Ligue 1,
reep_sa8f4af2c,Q24347791,2016–17 Ligue 2,
reep_sd2dd3093,Q23009701,2016–17 Premier League,
reep_s30a2c5b1,Q23728326,2016–17 Serie A,
reep_s3a53e911,Q24262131,2016–17 Serie B,
reep_s9bf62d3a,Q23719469,2016–17 Superleague Greece,
reep_s95e86604,Q27791802,2017 Allsvenskan,
reep_sacbdba5a,Q27688769,2017 K League Classic,
reep_saeb8e72e,Q27990828,2017 Major League Soccer season,
reep_sc22b3034,Q27920172,2017 Superettan,
reep_sb14799a8,Q28058902,2017 Uruguayan Primera División season,
reep_s52669ac6,Q30457381,2017–18 Algerian Ligue Professionnelle 1,
reep_sacb2dd1d,Q37981439,2017–18 Armenian First League,
reep_s9d6eca0e,Q30338944,2017–18 Czech First League,
reep_s2cb67e37,Q24529775,2017–18 La Liga,
reep_sc3899f62,Q29042845,2017–18 Ligue 1,
reep_sda4a1f8d,Q30006732,2017–18 Ligue 2,
reep_sb8f37a6e,Q28842253,2017–18 Premier League,
reep_s85ca3917,Q28820477,2017–18 Serie A,
reep_s77b8c938,Q29857147,2017–18 Serie B,
reep_s7d249cf9,Q30125744,2017–18 Superleague Greece,
reep_sa179a11d,Q30104976,2017–2018 Serie C,
reep_s037cf5c4,Q42308241,2018 Allsvenskan,
reep_sf0888841,Q43284487,2018 K League 1,
reep_s16d2befe,Q42530846,2018 Major League Soccer season,
reep_s067e9b31,Q42300508,2018 Superettan,
reep_s906a2905,Q30916555,2018 Uruguayan Primera División season,
reep_s7065aca1,Q54560333,2018–19 Algerian Ligue Professionnelle 1,
reep_s0eac0482,Q56479937,2018–19 Armenian First League,
reep_s334cb7da,Q54401553,2018–19 Czech First League,
reep_se3e2e7b5,Q50383829,2018–19 La Liga,
reep_sfb99f77d,Q51546683,2018–19 Ligue 1,
reep_se006e052,Q52637834,2018–19 Ligue 2,
reep_s0ba09169,Q39052816,2018–19 Premier League,
reep_sabbb1bce,Q48782372,2018–19 Serie A,
reep_s8cd3909c,Q52554512,2018–19 Serie B,
reep_s34bb9cd6,Q54866671,2018–19 Serie C,
reep_sf6de8f38,Q54085113,2018–19 Superleague Greece,
reep_se6de83c2,Q58875375,2019 Allsvenskan,
reep_sff4af954,Q58232759,2019 K League 1,
reep_sd4a1c91d,Q58327598,2019 Major League Soccer season,
reep_sc2fd8dd4,Q58875408,2019 Superettan,
reep_s956d4107,Q60221532,2019 Uruguayan Primera División season,
reep_sf44e0f51,Q65044491,2019–20 Algerian Ligue Professionnelle 1,
reep_s7ff304d8,Q66499296,2019–20 Armenian First League,
reep_s2b93aaad,Q84603343,2019–20 Bangladesh Women's Football League,
reep_s03d98cf2,Q64005772,2019–20 Czech First League,
reep_scc374420,Q61686471,2019–20 La Liga,
reep_s297ba3f4,Q61862323,2019–20 Ligue 1,
reep_sa232751d,Q64084611,2019–20 Ligue 2,
reep_s1fa79b7b,Q60439913,2019–20 Premier League,
reep_s269bf42d,Q61686413,2019–20 Serie A,
reep_s86bf69b0,Q63483542,2019–20 Serie B,
reep_s6f13285f,Q64875942,2019–20 Serie C,
reep_sfe8c248c,Q64268674,2019–20 Superleague Greece,
reep_scec68012,Q73386476,2020 Allsvenskan,
reep_s2a82e139,Q74483580,2020 K League 1,
reep_s74be602e,Q71819887,2020 Major League Soccer season,
reep_sb668d69e,Q73386659,2020 Superettan,
reep_se5d468c8,Q80958266,2020 Uruguayan Primera División season,
reep_s00c861fa,Q97685831,2020–21 Algerian Ligue Professionnelle 1,
reep_sca9705af,Q104414493,2020–21 Armenian First League,
reep_s9c0b2011,Q106179349,2020–21 Bangladesh Women's Football League,
reep_s560829db,Q96370740,2020–21 Czech First League,
reep_sd24b477e,Q76412544,2020–21 La Liga,
reep_sa0e0f98d,Q92604658,2020–21 Ligue 1,
reep_sc496d8a4,Q94939968,2020–21 Ligue 2,
reep_s2fbb3aab,Q69622172,2020–21 Premier League,
reep_sd9464420,Q92922210,2020–21 Serie A,
reep_s7e1b81be,Q97798421,2020–21 Serie B,
reep_sb34ba7bf,Q97461288,2020–21 Serie C,
reep_s4fc75808,Q97143919,2020–21 Super League Greece,
reep_se7383783,Q99294512,2021 Allsvenskan,
reep_s680384a8,Q104244615,2021 K League 1,
reep_s787afbb5,Q103821894,2021 Major League Soccer season,
reep_s8fb044f7,Q104120421,2021 Superettan,
reep_s726db30a,Q106316876,2021 Uruguayan Primera División season,
reep_sfbcf8eb6,Q108353317,2021–22 Algerian Ligue Professionnelle,
reep_s2bcf969a,Q108464389,2021–22 Armenian First League,
reep_scb270209,Q114697566,2021–22 Bangladesh Women's Football League,
reep_s8f7162b7,Q106595186,2021–22 Czech First League,
reep_s96d8c68d,Q105770426,2021–22 La Liga,
reep_s1da67012,Q104555110,2021–22 Ligue 1,
reep_sbb8e34ca,Q106703870,2021–22 Ligue 2,
reep_s9dadf385,Q105718943,2021–22 Premier League,
reep_s126585f3,Q104599603,2021–22 Serie A,
reep_sa64a4bbb,Q106642003,2021–22 Serie B,
reep_sd605b80c,Q107143970,2021–22 Serie C,
reep_s3151dcd5,Q106472962,2021–22 Super League Greece,
reep_sb185502d,Q109304978,2022 Allsvenskan,
reep_sceadb6d2,Q109288557,2022 K League 1,
reep_s6ebafb7c,Q109500878,2022 Major League Soccer season,
reep_s80453b37,Q109305014,2022 Superettan,
reep_s6d3b8859,Q109648036,2022 Uruguayan Primera División season,
reep_s28ce5d91,Q112663529,2022–23 Algerian Ligue Professionnelle 1,
reep_sfd261412,Q114392039,2022–23 Armenian First League,
reep_s2bf48ca3,Q121461621,2022–23 Bangladesh Women's Football League,
reep_s0625fc9c,Q111986147,2022–23 Czech First League,
reep_s65a62de9,Q111134893,2022–23 La Liga,
reep_s5be295bc,Q112744803,2022–23 Ligue 1,
reep_s326de109,Q111812027,2022–23 Ligue 2,
reep_s5d62f240,Q111134726,2022–23 Premier League,
reep_s1c6dacfd,Q111136037,2022–23 Serie A,
reep_s1e9f0324,Q111696645,2022–23 Serie B,
reep_se9d76d06,Q112052233,2022–23 Serie C,
reep_s2994d5fe,Q111962847,2022–23 Super League Greece,
reep_s02d0ff22,Q111461257,2023 Allsvenskan,
reep_sd819e8d7,Q114953786,2023 K League 1,
reep_sc61f6863,Q111461779,2023 Major League Soccer season,
reep_sc8402260,Q111461249,2023 Superettan,
reep_sac3cffb4,Q114810635,2023 Uruguayan Primera División season,
reep_sd8c4c4d0,Q118875055,2023–24 Algerian Ligue Professionnelle 1,
reep_s881d02ce,Q118746695,2023–24 Czech First League,
reep_s73abbd18,Q117246391,2023–24 La Liga,
reep_s90c9e822,Q117008002,2023–24 Ligue 1,
reep_s59b21433,Q118133579,2023–24 Ligue 2,
reep_sd9477c71,Q116977381,2023–24 Premier League,
reep_s4c69fa7d,Q116998560,2023–24 Serie A,
reep_s7885bd0e,Q118110376,2023–24 Serie B,
reep_s0c078f00,Q118727553,2023–24 Serie C,
reep_sd6433d75,Q117485249,2023–24 Super League Greece,
reep_s0bcd6d42,Q114841734,2024 Allsvenskan,
reep_scf646128,Q124052965,2024 K League 1,
reep_s9ed97440,Q123412108,2024 Major League Soccer season,
reep_s17befcc4,Q114841742,2024 Superettan,
reep_s8745bf40,Q123579365,2024 Uruguayan Primera División season,
reep_s7073fabb,Q126946419,2024–25 Algerian Ligue Professionnelle 1,
reep_sb75f2d2f,Q126612001,2024–25 Czech First League,
reep_s24d00847,Q124538312,2024–25 La Liga,
reep_s42f669f8,Q124742150,2024–25 Ligue 1,
reep_sbd78ec97,Q125908156,2024–25 Ligue 2,
reep_sa7f63ba6,Q124371422,2024–25 Premier League,
reep_sea64fdb6,Q125315770,2024–25 Serie A,
reep_s35ea4de8,Q125727504,2024–25 Serie B,
reep_s688eda70,Q125727519,2024–25 Serie C,
reep_sb8f06cd6,Q126689076,2024–25 Super League Greece,
reep_sc830ec3e,Q116192885,2025 Allsvenskan,
reep_s791e2dad,Q131411367,2025 K League 1,
reep_sf840689c,Q130686780,2025 Major League Soccer season,
reep_s9c8d19c9,Q116192898,2025 Superettan,
reep_s5a6ac68e,Q131370708,2025 Uruguayan Primera División season,
reep_s1f218623,Q134298909,2025-26 Serie C,
reep_s4bc56c1e,Q134183243,2025-26 Super League Greece,
reep_sdf1f7455,Q135440582,2025–26 Algerian Ligue Professionnelle 1,
reep_se8080a66,Q137538198,2025–26 Bangladesh Women's Football League,
reep_sb77683d2,Q133500362,2025–26 Czech First League,
reep_s79a07daf,Q134006053,2025–26 La Liga,
reep_se35aff87,Q133456023,2025–26 Ligue 1,
reep_s9bca08cd,Q134420908,2025–26 Ligue 2,
reep_sdc8762eb,Q132674557,2025–26 Premier League,
reep_s7c1b8f1f,Q133730427,2025–26 Serie A,
reep_sfc95b02d,Q134053324,2025–26 Serie B,
reep_sfca2f57d,Q122108935,2026 Allsvenskan,
reep_s512dd627,Q137295655,2026 K League 1,
reep_sbd530692,Q137427097,2026 Liga AUF Uruguaya,
reep_s3324d735,Q135036041,2026 Major League Soccer season,
reep_s06d4dd0c,Q122109205,2026 Superettan,
reep_s5a86a043,Q130676849,2027 Allsvenskan,
reep_s11586eee,Q130677026,2027 Superettan,
reep_s6186a03a,Q130676854,2028 Allsvenskan,
reep_sa18968d4,Q130677078,2028 Superettan,
reep_s0491c3b7,Q130676861,2029 Allsvenskan,
reep_sa0dbf4ee,Q130677108,2029 Superettan,
reep_s5c3162f7,Q130676865,2030 Allsvenskan,
reep_s17e68035,Q130677172,2030 Superettan,
reep_s4b4a384f,Q130676902,2031 Allsvenskan,
reep_s7c78f620,Q130677219,2031 Superettan,
reep_s81b1c495,Q2948848,Championnat d'algérie de football 1981-1982,
reep_s121b00aa,Q96210090,MLS is Back Tournament,
reep_se4210da7,Q11802611,Q11802611,
reep_s6f5ea190,Q1230793,Q1230793,
reep_sbaf63f3e,Q1230794,Q1230794,
reep_sf124eac9,Q12882996,Q12882996,
reep_se697c02b,Q12882998,Q12882998,
reep_s60c41a81,Q12883765,Q12883765,
reep_s5c4fb683,Q12883767,Q12883767,
reep_s3ca8b9c8,Q13053499,Q13053499,
reep_saea0cb8f,Q13053501,Q13053501,
reep_s885a1b6f,Q13053502,Q13053502,
reep_sd6576fa2,Q13053508,Q13053508,
reep_sf6ed4ffd,Q13053511,Q13053511,
reep_sb7aef7e3,Q13053512,Q13053512,
reep_sf8556181,Q13053514,Q13053514,
reep_s81685aac,Q13053515,Q13053515,
reep_scbcd5496,Q16331779,Q16331779,
reep_s82c1577e,Q16387785,Q16387785,
reep_s6b32e0bf,Q16487341,Q16487341,
reep_s1ae0ac4d,Q16523410,Q16523410,
reep_s85953f78,Q3957745,Q3957745,
reep_s1bb72002,Q3957747,Q3957747,
reep_s9b33e4c7,Q55831821,Q55831821,
reep_s402611cb,Q55831829,Q55831829,
reep_s9affdab1,Q55831927,Q55831927,
reep_s1a73f95a,Q55831933,Q55831933,
reep_sceb36cbe,Q55831937,Q55831937,
reep_s68e12b08,Q55831938,Q55831938,
reep_sc0e47a70,Q55832002,Q55832002,
reep_sb7abf984,Q55832003,Q55832003,
reep_sd113cd07,Q55832004,Q55832004,
reep_se74047eb,Q55832005,Q55832005,
reep_sfccc96cd,Q55832101,Q55832101,
reep_sb2919d97,Q55832120,Q55832120,
reep_sddf0332f,Q55832126,Q55832126,
reep_saeb0b4b5,Q55832138,Q55832138,
reep_sed87d4ab,Q63522579,Q63522579,
reep_sfd3ae0f0,Q820023,Q820023,
reep_sa12b7e00,Q820070,Q820070,
reep_s29e53f55,Q820076,Q820076,
reep_s5da80c0a,Q820305,Q820305,
