reep_id,key_wikidata,name,competition_reep_id
reep_sd6675813,Q910722,1975–76 French Division 1,
reep_sc96f80c2,Q1231198,1975–76 French Division 2,
reep_sa1813dba,Q241363,1975–76 La Liga,
reep_s13f5e2c3,Q1414829,1975–76 Serie A,
reep_s3df77fea,Q3957510,1975–76 Serie B,
reep_sbf976c98,Q3957781,1975–76 Serie C,
reep_se4cc90ab,Q119176,1976 Allsvenskan,
reep_sb9ef61f4,Q2638772,1976 Uruguayan Primera División,
reep_s6de653d5,Q2948842,1976–77 Algerian Championnat National,
reep_sece5fade,Q656295,1976–77 Alpha Ethniki,
reep_saf901e62,Q1230988,1976–77 French Division 1,
reep_s2912dbf1,Q1231194,1976–77 French Division 2,
reep_sb3eae469,Q524472,1976–77 La Liga,
reep_s337783d4,Q1414841,1976–77 Serie A,
reep_s6078f778,Q3957512,1976–77 Serie B,
reep_se7fb54cb,Q3957782,1976–77 Serie C,
reep_s35930cf2,Q426046,1977 Allsvenskan,
reep_s2500ab58,Q2474109,1977 Uruguayan Primera División,
reep_s3c80d184,Q2948843,1977–78 Algerian Championnat National,
reep_sbe85bc97,Q2551716,1977–78 Alpha Ethniki,
reep_sc101e6e4,Q1230991,1977–78 French Division 1,
reep_sbdf2ee4a,Q683350,1977–78 French Division 2,
reep_s43d907e2,Q838351,1977–78 La Liga,
reep_s5c7b5be7,Q1415486,1977–78 Serie A,
reep_scb742c5e,Q3957513,1977–78 Serie B,
reep_sf860a719,Q3957783,1977–78 Serie C,
reep_s4c56c53e,Q648320,1978 Allsvenskan,
reep_s130469e6,Q2474123,1978 Uruguayan Primera División,
reep_saf816c13,Q2948844,1978–79 Algerian Championnat National,
reep_sf96a3e65,Q3562361,1978–79 Alpha Ethniki,
reep_s683ec312,Q1230993,1978–79 French Division 1,
reep_s6faa815d,Q1231214,1978–79 French Division 2,
reep_s02e6138b,Q781091,1978–79 La Liga,
reep_s8bfb5247,Q538427,1978–79 Serie A,
reep_s45f1a11a,Q734841,1978–79 Serie B,
reep_se266ba97,Q959452,1979 Allsvenskan,
reep_sbe065942,Q2474136,1979 Uruguayan Primera División,
reep_s1ea436c2,Q2948846,1979–80 Algerian Championnat National,
reep_s23811dc6,Q2551709,1979–80 Alpha Ethniki,
reep_s52d841db,Q1230998,1979–80 French Division 1,
reep_s9f56ca60,Q1231209,1979–80 French Division 2,
reep_s7abea797,Q838354,1979–80 La Liga,
reep_s78dab693,Q731654,1979–80 Serie A,
reep_sbf1e1db9,Q3957522,1979–80 Serie B,
reep_sdefc170b,Q630908,1980 Allsvenskan,
reep_s4b8d6ccf,Q2640303,1980 Uruguayan Primera División,
reep_s1e51e3bd,Q2948847,1980–81 Algerian Championnat National,
reep_s582068da,Q2551691,1980–81 Alpha Ethniki,
reep_saf6f9d61,Q590695,1980–81 French Division 1,
reep_s65d92a66,Q1231205,1980–81 French Division 2,
reep_s06b87326,Q280174,1980–81 La Liga,
reep_s7e20e573,Q907631,1980–81 Serie A,
reep_saec0f7bd,Q3957525,1980–81 Serie B,
reep_s64ce9c43,Q1061692,1981 Allsvenskan,
reep_sd9162ee3,Q975233,1981 Uruguayan Primera División,
reep_sa454085e,Q2551680,1981–82 Alpha Ethniki,
reep_s6389aad1,Q970254,1981–82 French Division 1,
reep_s15e1c7b1,Q1231218,1981–82 French Division 2,
reep_s9e66dab3,Q720621,1981–82 La Liga,
reep_sdfb583d9,Q909140,1981–82 Serie A,
reep_s9cc12a37,Q3957528,1981–82 Serie B,
reep_s2549582a,Q1061593,1982 Allsvenskan,
reep_saa7694a9,Q978577,1982 Uruguayan Primera División,
reep_s7f8bff69,Q2948849,1982–83 Algerian Championnat National,
reep_sd9b625e1,Q2951599,1982–83 Alpha Ethniki,
reep_sf816d89f,Q185779,1982–83 French Division 1,
reep_s139e42f6,Q1231216,1982–83 French Division 2,
reep_sff56a6df,Q615583,1982–83 La Liga,
reep_sd289ad54,Q907646,1982–83 Serie A,
reep_s582c5435,Q3957534,1982–83 Serie B,
reep_sdbf3bee5,Q6185247,1983 Allsvenskan,
reep_s580ff758,Q623774,1983 K-League,
reep_sa7f179a4,Q535665,1983 Uruguayan Primera División,
reep_s3a0ec934,Q2948850,1983–84 Algerian Championnat National,
reep_s193cc09f,Q2552660,1983–84 Alpha Ethniki,
reep_s6855181c,Q1231013,1983–84 French Division 1,
reep_sa59b4488,Q1231220,1983–84 French Division 2,
reep_s692d2a5e,Q719848,1983–84 La Liga,
reep_s2a8da91a,Q909152,1983–84 Serie A,
reep_sbafd6362,Q3957537,1983–84 Serie B,
reep_s7ded6bf3,Q278726,1984 Allsvenskan,
reep_s80a33e8a,Q624989,1984 K-League,
reep_s0e809f25,Q2638396,1984 Uruguayan Primera División,
reep_s347d289c,Q2948851,1984–85 Algerian Championnat National,
reep_s86cf88b0,Q2552716,1984–85 Alpha Ethniki,
reep_s551f7f32,Q1231023,1984–85 French Division 1,
reep_s8e2a94c9,Q1231227,1984–85 French Division 2,
reep_s3648ed44,Q720573,1984–85 La Liga,
reep_sa093d80e,Q748529,1984–85 Serie A,
reep_s2217ba54,Q3957540,1984–85 Serie B,
reep_s14827503,Q510895,1985 Allsvenskan,
reep_sac06ee1f,Q493152,1985 K-League,
reep_s681fef18,Q2473981,1985 Uruguayan Primera División,
reep_s79492a56,Q2948853,1985–86 Algerian Championnat National,
reep_s845ba92c,Q2552301,1985–86 Alpha Ethniki,
reep_s9f5e1543,Q1231030,1985–86 French Division 1,
reep_s4a8eed1f,Q1231229,1985–86 French Division 2,
reep_se41e85e3,Q370166,1985–86 La Liga,
reep_sb2f46b02,Q909161,1985–86 Serie A,
reep_s807950f5,Q3957538,1985–86 Serie B,
reep_s0f456d86,Q1061481,1986 Allsvenskan,
reep_s88749bb7,Q493159,1986 K-League,
reep_sacd0aa86,Q2473996,1986 Uruguayan Primera División,
reep_se1fc6324,Q2948854,1986–87 Algerian Championnat National,
reep_s6dbb0fdb,Q2552234,1986–87 Alpha Ethniki,
reep_se43b0785,Q962508,1986–87 French Division 1,
reep_s9033d60b,Q1231231,1986–87 French Division 2,
reep_s1fb5749b,Q528439,1986–87 La Liga,
reep_sc0be27f5,Q776012,1986–87 Serie A,
reep_sd6d9e11c,Q3957541,1986–87 Serie B,
reep_s74586eb7,Q740633,1987 Allsvenskan,
reep_s68fa7c05,Q493172,1987 K-League,
reep_s4f3c769e,Q2473958,1987 Uruguayan Primera División,
reep_s6d6a70bc,Q2948856,1987–88 Algerian Championnat National,
reep_sa88560cc,Q2552288,1987–88 Alpha Ethniki,
reep_s2667d843,Q1231036,1987–88 French Division 1,
reep_sfee9fc6f,Q1146883,1987–88 French Division 2,
reep_sf2b184f7,Q720590,1987–88 La Liga,
reep_sa4e518cd,Q202657,1987–88 Serie A,
reep_s0f763641,Q3957544,1987–88 Serie B,
reep_se7d4001f,Q940885,1988 Allsvenskan,
reep_s6181bab8,Q493197,1988 K-League,
reep_sb66bcd13,Q2473970,1988 Uruguayan Primera División,
reep_s6a91b2da,Q2948857,1988–89 Algerian Championnat National,
reep_s6507d74f,Q2552646,1988–89 Alpha Ethniki,
reep_se08ca049,Q1231043,1988–89 French Division 1,
reep_s980ff165,Q1231233,1988–89 French Division 2,
reep_sf2c02005,Q680174,1988–89 La Liga,
reep_seb2df126,Q727425,1988–89 Serie A,
reep_s3da47602,Q3957547,1988–89 Serie B,
reep_sfaaf1169,Q1061442,1989 Allsvenskan,
reep_sb63b2288,Q493186,1989 K-League,
reep_saac7b89c,Q2638749,1989 Uruguayan Primera División,
reep_s6b249957,Q2948858,1989–90 Algerian Championnat National,
reep_s70c5430a,Q2552691,1989–90 Alpha Ethniki,
reep_s0a28a9b3,Q1231055,1989–90 French Division 1,
reep_se4d6e516,Q1029035,1989–90 French Division 2,
reep_s2d23d4f0,Q577267,1989–90 La Liga,
reep_s5207092b,Q907715,1989–90 Serie A,
reep_s1754e522,Q3957550,1989–90 Serie B,
reep_s13836cc4,Q532503,1990 Allsvenskan,
reep_sb57c49fb,Q493412,1990 K-League,
reep_sefb84126,Q2638761,1990 Uruguayan Primera División,
reep_sb1d3f70f,Q2948859,1990–91 Algerian Championnat National,
reep_sbf4e0936,Q2552211,1990–91 Alpha Ethniki,
reep_s17b9a567,Q941377,1990–91 French Division 1,
reep_s360cdb9d,Q1231239,1990–91 French Division 2,
reep_sbb75ae89,Q283923,1990–91 La Liga,
reep_sb650b9d2,Q844321,1990–91 Serie A,
reep_s4ea35db0,Q3957551,1990–91 Serie B,
reep_s05706c42,Q608982,1991 Allsvenskan,
reep_se5580fcc,Q493418,1991 K-League,
reep_s6614c1e8,Q2638329,1991 Uruguayan Primera División,
reep_sa1ff5d9e,Q2948860,1991–92 Algerian Championnat National,
reep_sd2fcf87d,Q2552725,1991–92 Alpha Ethniki,
reep_s0c8a4e39,Q1231065,1991–92 French Division 1,
reep_sf38299d7,Q1231242,1991–92 French Division 2,
reep_s3d62195d,Q720554,1991–92 La Liga,
reep_sd473b3de,Q838760,1991–92 Serie A,
reep_s9590dce2,Q3957553,1991–92 Serie B,
reep_scce3f474,Q376312,1992 Allsvenskan,
reep_s683f6c38,Q493421,1992 K-League,
reep_sac386c83,Q2638805,1992 Uruguayan Primera División,
reep_s485f5612,Q2948862,1992–93 Algerian Championnat National,
reep_s904b1be5,Q2723610,1992–93 Alpha Ethniki,
reep_scc873afe,Q837731,1992–93 FA Premier League,
reep_sce9accef,Q1231072,1992–93 French Division 1,
reep_s049ca0a8,Q1231237,1992–93 French Division 2,
reep_sc32a80ca,Q178301,1992–93 La Liga,
reep_s2fe2cdac,Q843573,1992–93 Serie A,
reep_s0559f2cb,Q3957555,1992–93 Serie B,
reep_s0e0f70c5,Q1061628,1993 Allsvenskan,
reep_s60961d19,Q493268,1993 K-League,
reep_s47d1cb2c,Q2474098,1993 Uruguayan Primera División,
reep_sbebf206d,Q2948863,1993–94 Algerian Championnat National,
reep_s4e7305cd,Q2552920,1993–94 Alpha Ethniki,
reep_sad9ec6d5,Q841303,1993–94 FA Premier League,
reep_sa4270887,Q1231076,1993–94 French Division 1,
reep_sed1a1467,Q1231244,1993–94 French Division 2,
reep_s39ac6037,Q1087024,1993–94 Gambrinus liga,
reep_s9c2b42cf,Q720582,1993–94 La Liga,
reep_s9829dbbb,Q843569,1993–94 Serie A,
reep_s7c0301c7,Q3957558,1993–94 Serie B,
reep_s45805297,Q339792,1994 Allsvenskan,
reep_sd5476dca,Q493284,1994 K-League,
reep_s6e22a784,Q2474567,1994 Uruguayan Primera División,
reep_s0c9c4091,Q2948864,1994–95 Algerian Championnat National,
reep_sb366e753,Q2552935,1994–95 Alpha Ethniki,
reep_s915f2ee5,Q225273,1994–95 FA Premier League,
reep_s133d44b8,Q781448,1994–95 French Division 1,
reep_sabd28159,Q1231241,1994–95 French Division 2,
reep_sf6aa7fc9,Q1193514,1994–95 Gambrinus liga,
reep_s82e72fc3,Q720601,1994–95 La Liga,
reep_s7d76a1a3,Q838282,1994–95 Serie A,
reep_sa14300d0,Q3957560,1994–95 Serie B,
reep_sbc65c4f1,Q1061435,1995 Allsvenskan,
reep_s733a7357,Q493259,1995 K-League,
reep_s07e4d7d0,Q2638366,1995 Uruguayan Primera División,
reep_sb5e298ed,Q2948866,1995–96 Algerian Championnat National,
reep_sf9c481b4,Q2552880,1995–96 Alpha Ethniki,
reep_sf6d7dcb9,Q841266,1995–96 FA Premier League,
reep_sb642cdbc,Q1231080,1995–96 French Division 1,
reep_s01661df4,Q641818,1995–96 French Division 2,
reep_s9d919014,Q1080222,1995–96 Gambrinus liga,
reep_s351c46c3,Q720540,1995–96 La Liga,
reep_s2dac8ef3,Q644108,1995–96 Serie A,
reep_s54335c26,Q3957562,1995–96 Serie B,
reep_sa74280bb,Q947765,1996 Allsvenskan,
reep_s1f738f35,Q623940,1996 K-League,
reep_s4c66408a,Q605251,1996 Major League Soccer season,
reep_s61d4ebb1,Q39451,1996 Uruguayan Primera División,
reep_saae3f830,Q2948867,1996–97 Algerian Championnat National,
reep_s115d01e8,Q2552909,1996–97 Alpha Ethniki,
reep_s91bd0dea,Q533191,1996–97 FA Premier League,
reep_s24350f91,Q1231091,1996–97 French Division 1,
reep_s15ef2717,Q1231248,1996–97 French Division 2,
reep_s972c9961,Q971187,1996–97 Gambrinus liga,
reep_sefa975a6,Q721283,1996–97 La Liga,
reep_s943592ee,Q772832,1996–97 Serie A,
reep_s4e44e375,Q3957567,1996–97 Serie B,
reep_sc5caeb7c,Q1082277,1997 Allsvenskan,
reep_se600ee0a,Q498296,1997 K-League,
reep_s4b7be098,Q1784939,1997 Major League Soccer season,
reep_s39c63f83,Q2638352,1997 Uruguayan Primera División,
reep_s369bb8a9,Q2948868,1997–98 Algerian Championnat National,
reep_s10bd2736,Q2552627,1997–98 Alpha Ethniki,
reep_s1ff7f1e9,Q18995,1997–98 FA Premier League,
reep_sf11748ca,Q532980,1997–98 French Division 1,
reep_s93a763de,Q283249,1997–98 French Division 2,
reep_s1c16b62b,Q2569941,1997–98 Gambrinus liga,
reep_s701453e0,Q223368,1997–98 La Liga,
reep_s81930d48,Q865552,1997–98 Serie A,
reep_s8574c566,Q3957566,1997–98 Serie B,
reep_sc09188b9,Q120343,1998 Allsvenskan,
reep_s0ad3bca9,Q625156,1998 K-League,
reep_s80492f80,Q1249095,1998 Major League Soccer season,
reep_se0e23a58,Q2638341,1998 Uruguayan Primera División,
reep_s97e82765,Q2948869,1998–99 Algerian Championnat National,
reep_sb14a8b5e,Q2723593,1998–99 Alpha Ethniki,
reep_s43abd674,Q628453,1998–99 FA Premier League,
reep_sea4d6dfb,Q530762,1998–99 French Division 1,
reep_sf8ebace2,Q141601,1998–99 French Division 2,
reep_s1a30642d,Q2572387,1998–99 Gambrinus liga,
reep_s23baa5e7,Q644045,1998–99 La Liga,
reep_s68aa7ac7,Q754684,1998–99 Serie A,
reep_s6be1f6fc,Q1687285,1998–99 Serie B,
reep_sc8d37e07,Q1061495,1999 Allsvenskan,
reep_s6b7db865,Q625200,1999 K-League,
reep_s56412759,Q1785470,1999 Major League Soccer season,
reep_s82b2906d,Q60379,1999 Uruguayan Primera División,
reep_s7b221f85,Q2948871,1999–2000 Algerian Championnat National,
reep_se7983aaa,Q693006,1999–2000 Alpha Ethniki,
reep_s542dd21a,Q18991,1999–2000 FA Premier League,
reep_s98e9ebdc,Q1231109,1999–2000 French Division 1,
reep_s3a6636c3,Q1231257,1999–2000 French Division 2,
reep_sb77e300d,Q613844,1999–2000 Gambrinus liga,
reep_s4f7bfe9e,Q1488480,1999–2000 La Liga,
reep_saa179537,Q755113,1999–2000 Serie A,
reep_s38e9d726,Q2273658,1999–2000 Serie B,
reep_s59b55e2f,Q1061447,2000 Allsvenskan,
reep_s5b1fdb52,Q13053506,2000 Armenian First League,
reep_s37701a80,Q493583,2000 K-League,
reep_s430c62c0,Q1784910,2000 Major League Soccer season,
reep_s563f60ef,Q164319,2000 Superettan,
reep_sa448a84b,Q73275,2000 Uruguayan Primera División,
reep_s7f097f4d,Q2948872,2000–01 Algerian Championnat National,
reep_s7f9a6ba4,Q2552901,2000–01 Alpha Ethniki,
reep_scce0f291,Q833562,2000–01 FA Premier League,
reep_sa198c8cb,Q1231114,2000–01 French Division 1,
reep_s4d97d11b,Q328463,2000–01 French Division 2,
reep_s7d63f568,Q2572414,2000–01 Gambrinus liga,
reep_s067c54a4,Q677224,2000–01 La Liga,
reep_s16f25733,Q4598253,2000–01 Leeds United A.F.C. season,
reep_s2ba3b661,Q543205,2000–01 Serie A,
reep_s8c981d92,Q282724,2000–01 Serie B,
reep_s0dab1eda,Q1061781,2001 Allsvenskan,
reep_sc20a27a1,Q13053504,2001 Armenian First League,
reep_sa4002ce1,Q498464,2001 K-League,
reep_sa593f994,Q1322008,2001 Major League Soccer season,
reep_s223f48e0,Q2367492,2001 Superettan,
reep_sdb45b56a,Q116050,2001 Uruguayan Primera División,
reep_sfab0244f,Q2948873,2001–02 Algerian Championnat National,
reep_s14b5350f,Q2723945,2001–02 Alpha Ethniki,
reep_s77e3df99,Q338385,2001–02 FA Premier League,
reep_s7d5c5128,Q954595,2001–02 French Division 1,
reep_s4afbfefe,Q1231252,2001–02 French Division 2,
reep_sfe55b2a0,Q2569950,2001–02 Gambrinus liga,
reep_sd9463fde,Q720578,2001–02 La Liga,
reep_s4bce8db9,Q754493,2001–02 Serie A,
reep_s53581c85,Q500469,2001–02 Serie B,
reep_sffe7cf60,Q222914,2002 Allsvenskan,
reep_scc5a8c9c,Q13053509,2002 Armenian First League,
reep_s2ec0be3b,Q498790,2002 K-League,
reep_s7b6b48c6,Q1785566,2002 Major League Soccer season,
reep_s1589cfcf,Q2367498,2002 Superettan,
reep_s6a7bd5fe,Q152740,2002 Uruguayan Primera División,
reep_s3a7d17e5,Q2948874,2002–03 Algerian Championnat National,
reep_s7569b735,Q612544,2002–03 Alpha Ethniki,
reep_se72d0b3d,Q817255,2002–03 FA Premier League,
reep_s414b166c,Q2569929,2002–03 Gambrinus liga,
reep_s613f83d1,Q603403,2002–03 La Liga,
reep_sbfa3b4ef,Q665505,2002–03 Ligue 1,
reep_sb8fbdcef,Q1824765,2002–03 Ligue 2,
reep_saf01a63e,Q691294,2002–03 Serie A,
reep_s53f434c8,Q205941,2002–03 Serie B,
reep_s0023d6ed,Q683576,2003 Allsvenskan,
reep_sfbe2292d,Q16387786,2003 Armenian First League,
reep_s9174e5f3,Q625195,2003 K-League,
reep_s5a229221,Q370315,2003 Major League Soccer season,
reep_sd26cfcd2,Q2367509,2003 Superettan,
reep_s99196e4b,Q169386,2003 Uruguayan Primera División,
reep_s43e598cd,Q2948875,2003–04 Algerian Championnat National,
reep_s4fb87505,Q2661126,2003–04 Alpha Ethniki,
reep_sdc99374d,Q817262,2003–04 FA Premier League,
reep_se2d60527,Q2572374,2003–04 Gambrinus liga,
reep_se0ad21ae,Q697226,2003–04 La Liga,
reep_s3efbfac1,Q728156,2003–04 Ligue 1,
reep_s002193a1,Q1285413,2003–04 Ligue 2,
reep_s8f79a5a7,Q755519,2003–04 Serie A,
reep_sc7f35fcd,Q846518,2003–04 Serie B,
reep_s290dfa88,Q933234,2004 Allsvenskan,
reep_sa3ebcdc9,Q13053513,2004 Armenian First League,
reep_s37712890,Q625191,2004 K-League,
reep_se704edea,Q1318570,2004 Major League Soccer season,
reep_s13c7574f,Q1029286,2004 Superettan,
reep_s5141abe2,Q349137,2004 Uruguayan Primera División,
reep_s31ce2fcf,Q2948876,2004–05 Algerian Championnat National,
reep_s3255388b,Q980822,2004–05 Alpha Ethniki,
reep_se6dabccc,Q456869,2004–05 FA Premier League,
reep_sd20128e6,Q2569933,2004–05 Gambrinus liga,
reep_s22974786,Q719854,2004–05 La Liga,
reep_s50c5d5f8,Q1351840,2004–05 Ligue 1,
reep_sece8775a,Q1359729,2004–05 Ligue 2,
reep_saef73151,Q518566,2004–05 Serie A,
reep_se96a5b42,Q1296678,2004–05 Serie B,
reep_sec57f436,Q581759,2005 Allsvenskan,
reep_s09094409,Q4603967,2005 Armenian First League,
reep_s8e948174,Q625187,2005 K-League,
reep_se2b0a054,Q1786301,2005 Major League Soccer season,
reep_s9c296a04,Q2367515,2005 Superettan,
reep_s93ce9703,Q400495,2005 Uruguayan Primera División,
reep_s52f7acd7,Q2948884,2005–06 Algerian Championnat National,
reep_s6d00277d,Q2720891,2005–06 Alpha Ethniki,
reep_s7ad8fc5f,Q269486,2005–06 FA Premier League,
reep_s80fe4d7c,Q1493016,2005–06 Gambrinus liga,
reep_sdac6fa6a,Q162977,2005–06 La Liga,
reep_s3f5ab9f7,Q1332538,2005–06 Ligue 1,
reep_s82929bea,Q7879046,2005–06 Ligue 2,
reep_sba266667,Q643978,2005–06 Serie A,
reep_s8d51432e,Q379192,2005–06 Serie B,
reep_s3a43ba60,Q2623122,2005–06 Uruguayan Primera División,
reep_s1fb611c2,Q374042,2006 Allsvenskan,
reep_s1d8c8cb0,Q4605772,2006 Armenian First League,
reep_s816794da,Q1886152,2006 Major League Soccer season,
reep_sbcd5786e,Q1747378,2006 Superettan,
reep_s14f90a8d,Q2001580,2006–07 Algerian Championnat National,
reep_s452f0fe1,Q190112,2006–07 FA Premier League,
reep_sb68c4bd8,Q177129,2006–07 Gambrinus liga,
reep_s80d6a75d,Q476653,2006–07 La Liga,
reep_s1366f780,Q1142993,2006–07 Ligue 1,
reep_s27a50f03,Q1131969,2006–07 Ligue 2,
reep_s5fb64e50,Q728459,2006–07 Serie A,
reep_saf39ad46,Q1814042,2006–07 Serie B,
reep_scf68a5bf,Q2608516,2006–07 Superleague Greece,
reep_sb01ac935,Q2623114,2006–07 Uruguayan Primera División,
reep_s1679ee5b,Q145191,2007 Allsvenskan,
reep_s63de2817,Q4607910,2007 Armenian First League,
reep_s0d747031,Q1886150,2007 Major League Soccer season,
reep_s2e5931ef,Q911738,2007 Superettan,
reep_s976d1bb1,Q2001551,2007–08 Algerian Championnat National,
reep_sc2a5716c,Q781462,2007–08 Gambrinus liga,
reep_s39d3bb6b,Q244367,2007–08 La Liga,
reep_s55e29165,Q519120,2007–08 Ligue 1,
reep_s3adfc9a6,Q2951059,2007–08 Ligue 2,
reep_sadca928e,Q187376,2007–08 Premier League,
reep_s4fbf9620,Q381013,2007–08 Serie A,
reep_sd4b0cc74,Q676744,2007–08 Serie B,
reep_sce86706e,Q1933988,2007–08 Superleague Greece,
reep_s14533fc1,Q889062,2007–08 Uruguayan Primera División season,
reep_s35f7e4f8,Q1439567,2008 Allsvenskan,
reep_sad59c598,Q4610513,2008 Armenian First League,
reep_s652cf111,Q1886155,2008 Major League Soccer season,
reep_s23737bc6,Q911749,2008 Superettan,
reep_s94bc891f,Q2462332,2008–09 Algerian Championnat National,
reep_sf44ce7ac,Q1086975,2008–09 Gambrinus liga,
reep_s065b9183,Q245398,2008–09 La Liga,
reep_s6c02fbec,Q643911,2008–09 Ligue 1,
reep_sfb0ba686,Q1131633,2008–09 Ligue 2,
reep_s470f6d1b,Q186869,2008–09 Premier League,
reep_s80061abf,Q474577,2008–09 Serie A,
reep_sbee0b2a9,Q900917,2008–09 Serie B,
reep_s4b952c0e,Q1050077,2008–09 Superleague Greece,
reep_s4f387ca1,Q1030181,2008–09 Uruguayan Primera División season,
reep_s620a18e8,Q1067496,2009 Allsvenskan,
reep_sa284ecb0,Q4613218,2009 Armenian First League,
reep_s40ba7e49,Q1886156,2009 Major League Soccer season,
reep_sf4f6fc73,Q252261,2009 Superettan,
reep_s2dd8bb62,Q2001571,2009–10 Algerian Championnat National,
reep_scedfc05b,Q746077,2009–10 Gambrinus liga,
reep_s3b760eed,Q208362,2009–10 La Liga,
reep_s51222eed,Q738257,2009–10 Ligue 1,
reep_s97dc48b9,Q1824784,2009–10 Ligue 2,
reep_s79b82cb6,Q188937,2009–10 Premier League,
reep_sa4b981b8,Q223724,2009–10 Serie A,
reep_s5f4e0fc3,Q301770,2009–10 Serie B,
reep_s87c902a0,Q923671,2009–10 Superleague Greece,
reep_s5505fe3e,Q1257503,2009–10 Uruguayan Primera División season,
reep_sa7b91f21,Q255554,2010 Allsvenskan,
reep_s74eeb630,Q3293795,2010 Armenian First League,
reep_s2ddd2de5,Q1886160,2010 Major League Soccer season,
reep_s3bfb2d4f,Q1136479,2010 Superettan,
reep_s10f2d280,Q2011074,2010–11 Algerian Ligue Professionnelle 1,
reep_s53ad1d9e,Q1080647,2010–11 Gambrinus liga,
reep_s0e3fd9ee,Q19043,2010–11 La Liga,
reep_s547ca4c3,Q725987,2010–11 Ligue 1,
reep_sa47c9bf2,Q1651036,2010–11 Ligue 2,
reep_s0bddb6a3,Q186980,2010–11 Premier League,
reep_s5eafe9e2,Q276204,2010–11 Serie A,
reep_s7a266407,Q1080136,2010–11 Serie B,
reep_sf092dc5c,Q1194166,2010–11 Superleague Greece,
reep_sa5d2eb1d,Q2706067,2010–11 Uruguayan Primera División season,
reep_s0beea21c,Q667968,2011 Allsvenskan,
reep_sd61da5d0,Q4620340,2011 Armenian First League,
reep_s3d41051c,Q1650271,2011 Major League Soccer season,
reep_s7017cd61,Q1165885,2011 Superettan,
reep_sb02462ca,Q2597577,2011 World Football Challenge,
reep_s1bf80acb,Q2616765,2011–12 Algerian Ligue Professionnelle 1,
reep_s9103f5d5,Q114705986,2011–12 Bangladesh Women's Football League,
reep_s612af362,Q1493024,2011–12 Gambrinus liga,
reep_sbe07451b,Q207595,2011–12 La Liga,
reep_sc2c4c7cb,Q636985,2011–12 Ligue 1,
reep_s9c224b40,Q167534,2011–12 Ligue 2,
reep_s4284e691,Q1489492,2011–12 Premier League,
reep_sa52cdaa0,Q240669,2011–12 Serie A,
reep_s038b2d60,Q1311948,2011–12 Serie B,
reep_sb7e6f60f,Q1968684,2011–12 Superleague Greece,
reep_s0ed2951e,Q2627523,2011–12 Uruguayan Primera División season,
reep_s86c0aa1d,Q116522,2012 Allsvenskan,
reep_s6e739702,Q1293120,2012 Major League Soccer season,
reep_s747a0aef,Q1147923,2012 Superettan,
reep_s3a91c737,Q3078393,2012 World Football Challenge,
reep_s20a244ad,Q2948890,2012–13 Algerian Ligue Professionnelle 1,
reep_sf10a0205,Q16685400,2012–13 Armenian First League,
reep_s590acfe2,Q114697841,2012–13 Bangladesh Women's Football League,
reep_s5574d57d,Q1493014,2012–13 Gambrinus liga,
reep_s33c22e33,Q720018,2012–13 La Liga,
reep_s7d5206a0,Q916955,2012–13 Ligue 1,
reep_s3fe7135c,Q167591,2012–13 Ligue 2,
reep_s170988e3,Q388682,2012–13 Premier League,
reep_s6015cd9c,Q842180,2012–13 Serie A,
reep_sad2a817b,Q1389939,2012–13 Serie B,
reep_sdad1571e,Q990558,2012–13 Superleague Greece,
reep_s82ef0d29,Q4628876,2012–13 Uruguayan Primera División season,
reep_sc1a47f23,Q1439557,2013 Allsvenskan,
reep_sbc553bba,Q4629489,2013 K League Classic,
reep_s3cb7de1f,Q3012026,2013 Major League Soccer season,
reep_s939b33ea,Q4629900,2013 Superettan,
reep_s8a15d3d4,Q13390353,2013–14 Algerian Ligue Professionnelle 1,
reep_s83f572d8,Q16685402,2013–14 Armenian First League,
reep_s245aab33,Q13420217,2013–14 Gambrinus liga,
reep_s780e0c3c,Q6086248,2013–14 La Liga,
reep_s6f86410b,Q9022515,2013–14 Ligue 1,
reep_s946d9e39,Q14565148,2013–14 Ligue 2,
reep_s0acbf604,Q11607290,2013–14 Premier League,
reep_s938f943e,Q9076286,2013–14 Serie A,
reep_sc60d0ba9,Q14029305,2013–14 Serie B,
reep_s5aa70e8f,Q11755887,2013–14 Superleague Greece,
reep_s874288d6,Q14912070,2013–14 Uruguayan Primera División season,
reep_s324f512f,Q15123498,2014 Allsvenskan,
reep_s8305e652,Q15618574,2014 K League Classic,
reep_sa0678378,Q15233253,2014 Major League Soccer season,
reep_sbbed7d80,Q15123510,2014 Superettan,
reep_sd5930916,Q17175891,2014–15 Algerian Ligue Professionnelle 1,
reep_sc3cc0156,Q18125717,2014–15 Armenian First League,
reep_s0225d883,Q16831509,2014–15 Czech First League,
reep_s133c0b81,Q16835057,2014–15 Divisione Unica,
reep_s549c05fc,Q16600574,2014–15 La Liga,
reep_sff67a819,Q16335962,2014–15 Ligue 1,
reep_s9e0a6d68,Q16537500,2014–15 Ligue 2,
reep_sfd111af3,Q16011788,2014–15 Premier League,
reep_s862cf237,Q16972546,2014–15 Segunda División,
reep_s9d0f8103,Q15847307,2014–15 Serie A,
reep_s27752bf1,Q16835086,2014–15 Serie B,
reep_sff1811cd,Q16851149,2014–15 Superleague Greece,
reep_s768901e7,Q17524056,2014–15 Uruguayan Primera División season,
reep_s170ff376,Q18208572,2015 Allsvenskan,
